Date,Price,Open,High,Low,Vol.,Change %
07/24/2022,"23,634.20","22,449.80","24,605.30","20,737.30",1.49M,5.23%
07/31/2022,"22,944.20","23,634.20","24,179.30","22,438.70",1.25M,-2.92%
08/07/2022,"24,442.50","22,944.20","24,882.90","22,714.70",1.39M,6.53%
08/14/2022,"21,138.90","24,442.10","25,205.70","20,784.80",1.73M,-13.52%
08/21/2022,"20,033.90","21,138.90","21,832.30","19,849.80",1.70M,-5.23%
08/28/2022,"19,831.40","20,034.20","20,558.20","19,542.90",1.85M,-1.01%
09/04/2022,"21,650.40","19,832.20","21,790.60","18,548.40",2.38M,9.17%
09/11/2022,"20,113.50","21,650.40","22,702.50","19,352.90",2.58M,-7.10%
09/18/2022,"18,925.20","20,113.90","20,113.90","18,191.80",2.82M,-5.91%
09/25/2022,"19,311.90","18,925.10","20,361.20","18,505.30",3.37M,2.04%
10/02/2022,"19,415.00","19,311.90","20,436.70","18,937.30",2.17M,0.53%
10/09/2022,"19,068.70","19,416.30","19,933.90","18,207.90",2.12M,-1.78%
10/16/2022,"19,204.80","19,068.80","19,692.90","18,703.30",1.72M,0.71%
10/23/2022,"20,809.80","19,204.80","21,038.10","19,092.50",2.25M,8.36%
10/30/2022,"21,301.60","20,809.40","21,464.70","20,065.80",2.62M,2.36%
11/06/2022,"16,795.20","21,298.70","21,360.40","15,603.30",4.02M,-21.16%
11/13/2022,"16,699.20","16,803.90","17,158.40","15,834.00",1.58M,-0.57%
11/20/2022,"16,456.50","16,699.30","16,785.60","15,504.20",1.78M,-1.45%
11/27/2022,"16,884.50","16,456.40","17,244.70","16,013.50",1.79M,2.60%
12/04/2022,"17,127.20","16,884.80","17,395.20","16,715.30",1.73M,1.44%
12/11/2022,"16,777.10","17,127.00","18,351.80","16,542.40",1.94M,-2.04%
12/18/2022,"16,837.20","16,777.00","17,031.30","16,331.20",1.35M,0.36%
12/25/2022,"16,537.40","16,835.70","16,964.00","16,360.00",1.24M,-1.78%
01/01/2023,"16,943.60","16,537.50","17,012.30","16,499.70",1.31M,2.46%
01/08/2023,"20,958.20","16,943.60","21,185.60","16,913.80",2.44M,23.69%
01/15/2023,"22,775.70","20,956.00","23,304.50","20,448.30",2.28M,8.67%
01/22/2023,"23,027.90","22,775.70","23,779.00","22,323.00",2.25M,1.11%
01/29/2023,"23,323.80","23,023.50","24,207.20","22,560.00",2.36M,1.28%
02/05/2023,"21,859.80","23,326.90","23,425.10","21,491.70",2.23M,-6.28%
02/12/2023,"24,631.40","21,859.90","25,233.80","21,418.70",2.81M,12.68%
02/19/2023,"23,166.10","24,631.30","25,236.80","22,777.40",2.61M,-5.95%
02/26/2023,"22,347.10","23,166.10","23,914.10","22,051.90",1.99M,-3.54%
03/05/2023,"20,467.50","22,347.10","22,636.70","19,591.80",2.75M,-8.41%
03/12/2023,"26,914.10","20,465.00","27,742.20","20,294.20",4.38M,31.50%
03/19/2023,"27,475.60","26,914.50","28,760.30","26,668.70",1.98M,2.09%
03/26/2023,"28,456.10","27,474.90","29,160.40","26,611.50",684.10K,3.57%
04/02/2023,"27,941.20","28,456.10","28,744.40","27,256.90",397.27K,-1.81%
04/09/2023,"30,299.60","27,941.20","30,964.90","27,809.20",544.03K,8.44%
04/16/2023,"27,813.90","30,299.20","30,545.30","27,165.70",583.96K,-8.20%
04/23/2023,"29,234.10","27,813.80","29,995.70","27,054.30",594.98K,5.11%
04/30/2023,"28,857.10","29,235.10","29,941.30","27,685.90",479.52K,-1.29%
05/07/2023,"26,777.50","28,857.10","29,122.00","25,853.10",501.86K,-7.21%
05/14/2023,"27,116.20","26,777.40","27,651.70","26,449.80",318.29K,1.27%
05/21/2023,"26,857.50","27,116.20","27,448.10","25,892.50",326.61K,-0.95%
05/28/2023,"27,072.00","26,855.30","28,431.20","26,541.30",364.20K,0.80%
06/04/2023,"25,844.00","27,070.90","27,410.20","25,425.60",392.44K,-4.54%
06/11/2023,"26,515.00","25,843.30","26,767.30","24,838.00",403.42K,2.60%
06/18/2023,"30,533.60","26,515.00","31,395.40","26,290.60",595.01K,15.16%
06/25/2023,"30,586.80","30,533.60","31,275.50","29,714.50",489.67K,0.17%
07/02/2023,"30,288.80","30,587.10","31,463.60","29,757.40",347.61K,-0.97%
07/09/2023,"30,291.40","30,288.80","31,764.50","29,944.30",429.51K,0.01%
07/16/2023,"29,788.90","30,291.80","30,435.00","29,621.40",253.92K,-1.66%
07/23/2023,"29,353.50","29,788.90","30,337.00","28,890.70",245.08K,-1.46%
07/30/2023,"29,068.10","29,354.20","30,025.90","28,611.00",282.53K,-0.97%
08/06/2023,"29,428.20","29,067.90","30,168.60","28,721.00",256.33K,1.24%
08/13/2023,"26,099.40","29,428.20","29,689.00","25,489.40",442.95K,-11.31%
08/20/2023,"26,017.10","26,099.50","26,807.70","25,481.90",293.72K,-0.32%
08/27/2023,"25,869.70","26,017.10","28,046.00","25,361.90",371.58K,-0.57%
09/03/2023,"25,901.10","25,869.70","26,417.70","25,411.70",233.37K,0.12%
09/10/2023,"26,562.00","25,901.10","26,837.40","24,923.10",327.53K,2.55%
09/17/2023,"26,579.20","26,562.00","27,480.70","26,382.30",282.39K,0.06%
09/24/2023,"26,962.70","26,579.00","27,283.60","26,013.60",283.67K,1.44%
10/01/2023,"27,961.10","26,962.50","28,556.60","26,955.70",355.31K,3.70%
10/08/2023,"26,852.80","27,961.10","28,097.50","26,558.40",258.44K,-3.96%
10/15/2023,"29,912.90","26,852.80","30,264.80","26,812.60",453.75K,11.40%
10/22/2023,"34,082.60","29,912.70","35,191.40","29,713.60",546.20K,13.94%
10/29/2023,"35,065.80","34,082.60","35,907.60","33,937.60",356.78K,2.88%
11/05/2023,"37,150.50","35,065.80","37,942.00","34,536.90",395.79K,5.95%
11/12/2023,"36,568.60","37,149.00","37,954.10","34,984.30",371.77K,-1.57%
11/19/2023,"37,787.00","36,568.60","38,400.80","35,695.60",377.06K,3.33%
11/26/2023,"39,458.40","37,786.40","39,673.40","36,751.50",337.81K,4.42%
12/03/2023,"43,718.40","39,456.80","44,697.60","39,280.30",488.43K,10.80%
12/10/2023,"42,271.70","43,716.60","44,045.40","40,277.10",399.45K,-3.31%
12/17/2023,"43,710.40","42,271.70","44,394.60","40,554.00",358.37K,3.40%
12/24/2023,"42,136.70","43,710.40","43,935.70","41,459.00",338.09K,-3.60%
12/31/2023,"43,967.90","42,141.60","45,885.40","40,888.30",482.41K,4.35%
01/07/2024,"42,851.30","43,973.50","48,923.70","41,857.90",771.35K,-2.54%
01/14/2024,"41,695.40","42,851.30","43,563.70","40,305.40",418.57K,-2.70%
01/21/2024,"42,120.90","41,695.40","42,214.80","38,546.90",427.70K,1.02%
01/28/2024,"43,005.70","42,121.30","43,817.90","41,649.00",320.49K,2.10%
02/04/2024,"47,758.20","43,006.20","48,149.00","42,272.50",402.98K,11.05%
02/11/2024,"51,646.00","47,759.30","52,819.40","47,590.20",455.62K,8.14%
02/18/2024,"51,571.60","51,646.00","52,936.80","50,537.60",327.44K,-0.14%
02/25/2024,"61,994.50","51,572.10","63,915.30","50,925.20",642.90K,20.21%
03/03/2024,"68,366.50","61,955.60","69,904.00","60,138.20",796.49K,10.28%
03/10/2024,"65,314.20","68,360.70","73,740.90","64,971.00",753.56K,-4.46%
03/17/2024,"64,037.80","65,314.20","68,920.10","60,850.90",644.98K,-1.95%
03/24/2024,"69,611.50","64,036.50","71,670.80","63,812.90",583.25K,8.70%
03/31/2024,"68,890.60","69,608.50","71,367.50","64,559.00",649.77K,-1.04%
04/07/2024,"63,849.90","68,897.30","72,710.80","61,065.50",680.91K,-7.32%
04/14/2024,"64,961.10","63,909.50","66,805.10","59,693.30",869.36K,1.74%
04/21/2024,"63,456.80","64,942.10","67,208.00","62,507.70",451.32K,-2.32%
04/28/2024,"63,888.30","63,457.90","64,700.20","56,643.50",693.18K,0.68%
05/05/2024,"60,826.60","63,897.70","65,448.80","60,251.80",455.08K,-4.79%
05/12/2024,"66,917.50","60,826.60","67,420.70","60,647.10",469.69K,10.01%
05/19/2024,"69,284.40","66,919.00","71,872.00","65,937.30",534.40K,3.54%
05/26/2024,"67,760.80","69,287.20","70,638.30","66,676.80",385.09K,-2.20%
06/02/2024,"69,310.10","67,760.80","71,956.50","67,330.60",455.56K,2.29%
06/09/2024,"66,223.00","69,310.50","70,152.50","65,076.50",436.55K,-4.45%
06/16/2024,"64,261.00","66,223.00","67,253.80","63,427.90",398.24K,-2.96%
06/23/2024,"60,973.40","64,261.00","64,518.90","58,589.90",439.02K,-5.12%
06/30/2024,"58,259.20","60,973.10","63,842.10","53,883.40",674.06K,-4.45%
07/07/2024,"59,209.80","58,240.20","59,826.50","54,320.00",442.60K,1.63%
07/14/2024,"67,148.50","59,207.90","67,586.40","59,207.90",519.22K,13.41%
07/21/2024,"67,843.10","67,147.80","69,387.60","63,500.90",413.90K,1.03%
07/28/2024,"60,696.70","67,888.90","70,000.20","59,914.60",492.61K,-10.53%
08/04/2024,"60,931.70","60,700.20","62,563.50","49,486.90",856.80K,0.39%
08/11/2024,"59,483.10","60,929.80","61,677.30","56,275.70",454.19K,-2.38%
08/18/2024,"64,159.30","59,485.40","64,830.10","57,872.00",565.27K,7.86%
08/25/2024,"58,978.60","64,160.70","64,939.20","57,874.70",588.30K,-8.07%
09/01/2024,"54,156.50","58,975.70","59,799.70","52,644.60",718.72K,-8.18%
09/08/2024,"59,995.40","54,161.40","60,625.40","53,642.40",637.99K,10.78%
09/15/2024,"63,348.10","59,995.60","64,085.10","57,527.80",642.91K,5.59%
09/22/2024,"65,866.50","63,351.20","66,440.70","62,394.60",517.48K,3.98%
09/29/2024,"62,061.40","65,862.80","66,065.70","59,904.40",591.90K,-5.78%
10/06/2024,"63,205.10","62,062.00","64,449.30","59,075.70",505.23K,1.84%
10/13/2024,"68,372.00","63,205.40","68,990.30","62,054.20",674.99K,8.17%
10/20/2024,"67,086.80","68,373.30","69,490.80","65,246.70",630.37K,-1.88%
10/27/2024,"69,325.80","67,084.70","73,569.40","66,924.60",769.03K,3.34%
11/03/2024,"76,700.30","69,334.80","77,188.50","66,834.00",1.14M,10.64%
11/10/2024,"90,539.10","76,681.40","93,226.60","76,520.50",1.46M,18.04%
11/17/2024,"97,699.00","90,569.40","99,617.40","88,736.10",938.17K,7.91%
11/24/2024,"96,405.70","97,696.40","98,872.40","90,817.20",659.36K,-1.32%
12/01/2024,"99,837.00","96,404.70","103,719.40","92,510.40",1.02M,3.56%
12/08/2024,"101,417.70","99,837.00","102,633.00","94,304.50",1.49M,1.58%
12/15/2024,"97,253.30","101,417.90","108,244.90","92,301.90",1.34M,-4.11%
12/22/2024,"95,284.50","97,281.60","99,922.50","92,543.20",584.64K,-2.02%
12/29/2024,"98,219.90","95,282.60","98,963.30","91,522.30",476.14K,3.08%
01/05/2025,"94,612.00","98,220.10","102,678.20","91,241.90",695.32K,-3.67%
01/12/2025,"94,536.10","94,600.00","95,928.10","89,423.10",55.30K,-0.08%
01/19/2025,"104,742.90","104,536.80","109,228.60","99,676.00",840.03K,10.80%
01/26/2025,"100,648.00","104,743.80","106,409.10","97,987.50",566.28K,-3.91%
02/02/2025,"96,447.90","100,647.10","102,372.20","91,695.80",759.78K,-4.17%
02/09/2025,"97,573.40","96,448.40","98,817.30","94,110.70",472.80K,1.17%
02/16/2025,"96,556.10","97,573.10","99,473.40","93,403.40",435.85K,-1.04%
02/23/2025,"86,071.60","96,556.20","96,655.20","78,329.80",858.44K,-10.86%
03/02/2025,"86,221.90","86,065.70","94,986.50","81,617.00",767.22K,0.17%
03/09/2025,"84,341.30","86,221.50","86,498.60","76,677.10",601.20K,-2.18%
03/16/2025,"83,840.50","84,341.30","87,419.00","81,171.30",384.35K,-0.59%
03/23/2025,"82,645.70","83,840.20","88,740.20","81,668.20",445.19K,-1.43%
03/30/2025,"83,552.10","82,646.80","88,377.30","81,300.10",475.30K,1.10%
04/06/2025,"85,292.70","83,528.00","85,893.50","74,524.20",758.85K,2.08%
04/13/2025,"85,068.10","85,282.50","86,438.80","83,049.60",382.54K,-0.26%
04/20/2025,"94,631.40","85,075.50","95,718.60","83,976.10",543.58K,11.24%
04/27/2025,"95,885.80","94,631.40","97,881.80","92,818.90",389.99K,1.33%
05/04/2025,"104,798.00","95,885.50","104,969.80","93,408.80",462.61K,9.29%
05/11/2025,"103,112.60","104,748.30","105,765.20","100,766.80",422.84K,-1.61%
05/18/2025,"107,763.00","103,113.90","111,953.60","102,088.20",589.40K,4.51%
05/25/2025,"104,598.00","107,763.00","110,718.70","103,091.30",395.16K,-2.94%
06/01/2025,"105,564.20","104,598.00","106,758.40","100,421.10",346.87K,0.92%
06/08/2025,"105,421.50","105,564.20","110,404.90","102,739.60",361.17K,-0.14%
06/15/2025,"102,113.20","105,421.60","108,899.30","100,947.80",300.97K,-3.14%
06/22/2025,"107,304.40","102,114.50","108,261.20","98,249.20",374.67K,5.08%
06/29/2025,"108,204.70","107,304.30","110,506.80","105,163.50",267.45K,0.84%
07/06/2025,"117,419.50","108,204.70","118,848.40","107,474.20",350.15K,8.52%
07/13/2025,"117,848.40","117,422.40","123,104.70","115,774.00",443.88K,0.37%
07/20/2025,"117,917.60","117,848.40","120,253.10","114,843.50",432.84K,0.06%
07/27/2025,"112,547.70","117,918.30","119,788.20","112,015.50",369.36K,-4.55%
08/03/2025,"116,471.60","112,547.90","117,893.00","111,992.40",261.56K,3.49%
08/10/2025,"117,413.40","116,468.40","124,436.80","116,468.40",417.72K,0.81%
08/17/2025,"115,433.30","117,393.80","118,559.40","111,698.50",352.92K,-1.69%
08/24/2025,"110,403.90","115,431.50","115,663.30","108,768.30",208.31K,-4.36%
